mean radius,mean texture,mean perimeter,mean area,mean smoothness,mean compactness,mean concavity,mean concave points,mean symmetry,mean fractal dimension,radius error,texture error,perimeter error,area error,smoothness error,compactness error,concavity error,concave points error,symmetry error,fractal dimension error,worst radius,worst texture,worst perimeter,worst area,worst smoothness,worst compactness,worst concavity,worst concave points,worst symmetry,worst fractal dimension,target
27.699428880526344,28.09836460207432,138.87727317218688,2127.107535404953,0.12608101700795699,0.22768203551654556,0.3103939245679993,0.08268181189174267,0.2396430462377618,0.05635467574685446,1.7364115941556402,3.2328738250875877,2.6365157126348926,219.53166271510872,0.02239797184127036,0.018214290653253376,0.1307772747493337,0.013837049735672098,0.0766314379450389,0.005923941720416822,17.15036865786794,28.558815140655646,86.11749293194109,1234.7085911274094,0.12864425088731285,0.8545202172986905,0.8832635268788207,0.22080871648415876,0.4415914915379754,0.15022935562593073,-1.0
28.103408177216323,24.147872018598733,161.4667812604068,2177.619611107732,0.09630806900281455,0.31237510732523,0.25151073731669116,0.08953239924777417,0.2080429441553349,0.096912467733863,1.7337159950257477,1.1817482807428579,21.953114856999036,275.5389636696742,0.010386251199564715,0.04819780496473057,0.09938134731073855,0.030241638645283023,0.009323716404579536,0.010060975537353623,32.881100128643745,20.943744439960273,97.47994415696785,3377.755566816484,0.1370483721738295,0.5176218217524182,0.3501611303637776,0.2743798685205405,0.5188748760201288,0.1345947957984199,-1.0
20.41969763437944,16.513580459908667,103.93158070195568,2177.094044531632,0.08348991673740581,0.12802822837700253,0.13114469190233158,0.18757578865984598,0.2958858552877641,0.09234450012725677,2.2263016273814613,2.97192591859183,19.88228929795367,67.38519949909303,0.030878385937487228,0.05078399699957004,0.03246712090621677,0.03757728556756732,0.0629372833566321,0.007648796363858399,24.590403277733447,19.761920233677635,183.5995462424828,2070.9372498895145,0.10554213712436027,0.8529724405738057,0.8402466693214824,0.04758281051461164,0.2956080909279528,0.08665813812130851,-1.0
17.364537918753996,20.69023632495105,113.00387279813594,560.053000084054,0.13639564588180725,0.296979690772925,0.27926353292578,0.13065443157247164,0.19121166795710332,0.058678225238712814,2.4400168213847455,2.7481048410005235,16.769691219622022,270.7033277689233,0.025073174212709288,0.037643114863416656,0.14079374334832231,0.014866507376236874,0.06603464697965657,0.0036840238847360212,20.764850472767993,34.146143247136436,176.1805494095359,1050.629749173847,0.09127850297139586,0.6190193153873959,0.9022368032592475,0.18057018563167065,0.1935839098773397,0.18218522635205225,-1.0
22.017288673224435,20.37638922695018,159.73885853649065,997.1018202999734,0.14128729853147337,0.15560272552989032,0.39789393036502657,0.058525586873483415,0.16240050728504124,0.055311464808669136,0.752160481860477,2.810274501086789,12.273780425064029,146.51263540533864,0.014002415769260913,0.03399505475682084,0.11504049229990113,0.024008302818278315,0.013560280486190845,0.011766277594976898,15.361840074449821,42.38880577759663,226.03088556379763,4085.844956443892,0.20929760369825273,0.9079617125346318,0.8755390588070854,0.055495047426192726,0.604752145208839,0.11183771417871545,-1.0
14.286521169742441,31.474019580822407,157.1762282922768,1658.410577234787,0.11460487267739858,0.12737295880071706,0.39094104796886225,0.13502136017736094,0.299269019831232,0.09125863390336642,2.622380227387703,2.006867149838392,17.021952777822396,170.55391948331564,0.004137810229045167,0.02881482299735904,0.06587216604973575,0.026112792136409393,0.04262623711091679,0.004135935548378974,28.8211214165159,24.28508780119118,229.5390478355483,3392.43108817908,0.2068127174716289,0.4079616705265303,0.14914437181297813,0.22771472533208809,0.18535294628570043,0.08974885579736858,-1.0
26.930351894485376,12.640615509155488,76.53864001217622,1207.3698031155018,0.13255322078888365,0.10506901720515265,0.412329870358138,0.18414168286626945,0.15016308288961472,0.0823082580787184,0.5678699905973384,0.8648014613567109,21.128574972478486,200.91137434705007,0.015072317050269707,0.12336349930239549,0.060159822540752105,0.01172092318606044,0.07399888249396372,0.0072759099183336475,17.910562430344548,45.403765613906124,218.0081949691938,3798.1731911196434,0.2007914005412016,0.6945592325584676,0.6995767513865376,0.20175998181154306,0.312139997043702,0.19623309054064184,-1.0
18.732878087074944,34.98851162584955,188.4707901478129,1363.7055406310892,0.10193967106558297,0.09436326124441138,0.4028515209101123,0.1862316822478249,0.25633126967967257,0.0792925465127003,2.087368141769664,1.769173058980746,16.99677209159819,296.95161992381185,0.027638586794096344,0.06982753672576245,0.11584013345894259,0.0365965657272687,0.015681479885486294,0.004099101739228456,18.17940051237104,24.093060163171547,123.43270064701804,2303.994387653445,0.12085395225967507,0.07549896399708647,0.3453084382477936,0.22658062989849972,0.2763766176011727,0.12180800657164687,-1.0
27.102484856057348,29.608788991243365,173.9007244231174,1629.071438311495,0.10571590083606006,0.060638964917246276,0.3691580684091,0.11261342005652514,0.1377255233808554,0.08418420376399505,1.3939574462791433,2.9969922395920827,13.240718753210265,408.3749352885413,0.012325784286305298,0.11759511283420994,0.04484052352680779,0.02843057170058757,0.04562809708212581,0.009274653361686003,15.015468438565199,27.682357136967532,89.1879376417285,3579.8056452487926,0.19424752740208961,0.3136082520736942,0.6136245824639663,0.19070571843434544,0.27221383595654364,0.16518503809221724,-1.0
27.181786079331093,35.45909862751626,155.27211775546323,1080.2940772178702,0.09091210547501988,0.06240842101882744,0.2446167806649798,0.025278657234147923,0.24871431474115277,0.07451560639659605,2.097224518410231,3.2210924298075154,5.743403035796504,195.94024251815665,0.030223557662278463,0.09809400386088218,0.03632501808282429,0.008717172666890434,0.046055119597010766,0.007163315820928112,29.093076600596106,45.56619788074644,107.69629273655488,1873.6446608954084,0.1775466876438601,0.9118566400811383,0.8649015516374039,0.197464116315266,0.6269675713307317,0.11315124376874894,-1.0
17.621643088611094,15.539323426201404,133.08585979455748,1237.70608455621,0.12290417156662439,0.05284979480974724,0.340930489094779,0.14193547799178674,0.1812884141627046,0.0623290561518422,0.7039442353241802,1.95852499323414,9.218307753919644,289.2332270490095,0.01914328344949311,0.07258044007525612,0.13265944179031064,0.015117949280907964,0.0667573595758933,0.010215719257629768,26.51954368119653,22.658494869024288,102.72008827469028,1646.189450191654,0.18136865948283054,0.5499266835904222,0.45206405207510675,0.10738066250904081,0.29828013477144083,0.07539008127282308,-1.0
15.190016947869054,31.420555910078463,113.93898228454952,2455.748116039014,0.10875561559696573,0.2699491069952337,0.2450741261713921,0.1057391945374716,0.29647023596442834,0.061347803371285044,2.747896122342268,3.118675266741664,6.0628807193073,531.3055247423666,0.0063763299556303665,0.05352447512351675,0.09997330660344374,0.006324906304062783,0.07876766554380626,0.007712863826279633,22.479759916223003,41.48552451497022,220.9181613246562,2015.6082950641721,0.21017052627088403,0.7328008625839239,0.3667475956322568,0.18765307738098,0.2550706366263946,0.19150109214474273,-1.0
26.32980856532291,17.645316864272516,178.96751733867393,974.5096473760427,0.08632711406175074,0.2702093206604534,0.4251167105319643,0.15724705294760952,0.3032639705551292,0.08923787644513737,1.5768858628652915,1.8456834104437063,10.151828714304429,269.35879361198585,0.011329904004345082,0.11942459430773278,0.10220757247202035,0.033347115769189,0.072202552534412,0.0011407320150328582,27.989521833170386,40.149115941667475,165.56382730716666,2314.265723553614,0.18565033271779746,0.06695469370417992,0.3857283774722231,0.07303430225746062,0.3475626700394704,0.06854059870267762,-1.0
24.295692703088946,37.03943378073148,107.40964225764228,2087.489585599325,0.12856477157873597,0.19836014911095692,0.4090054563403672,0.11780865679720068,0.22688308847008026,0.06364789072360248,1.8329009234742697,1.2883784382516992,5.443347347595623,330.21415435082463,0.029952123381029414,0.03567514879019522,0.05924785241242726,0.030205246636167513,0.01328532884106609,0.0021356920000261724,16.753010136368832,28.798471105321642,165.13994001633205,1979.08656772303,0.10796761758405135,0.9065150576415134,0.30812165970349253,0.2351794615079628,0.5152159343859424,0.15608793829163317,-1.0
18.31174310878108,37.04975522985278,154.36874514577403,2277.767505818478,0.08078487576081392,0.21343186391029872,0.3623452003916507,0.07880890353422873,0.29668227505398415,0.05800086976090338,1.0298386258557082,2.2050433480555776,7.232944431422512,515.4140699119357,0.02826006605127554,0.1119787599533741,0.10382978269555197,0.01370844992125438,0.02795368709616879,0.0024407413635093612,19.29209352553978,27.06121804840786,219.36510880541394,1104.7502915836183,0.20515734705406632,1.0164238669467935,0.7716496155885417,0.07969967544132349,0.23625970019003162,0.06372539604295162,-1.0
26.261500395491055,39.04186390125127,120.18399137487899,1044.2223315304673,0.13473872940373852,0.05816260699671406,0.28373468803419566,0.13481344997229583,0.21188424144547297,0.05698517239557875,2.7365199956816757,0.3803756591804981,6.4238884822155935,527.1157277264272,0.018725833141074823,0.0588112178504328,0.08221394414904401,0.02431426692501893,0.02677411052206581,0.004650199017601742,13.412522730886902,31.139268035367067,198.42024850356069,961.7454634466924,0.17156135204870995,1.0123963844279391,0.7850624284331014,0.1446097643958014,0.541430791597238,0.17925431415888501,-1.0
27.575236171776357,29.08633121087042,83.90353459413924,656.0719379125944,0.08254532138699833,0.1690783006053647,0.28610834199925766,0.13126777464312375,0.2652645718290566,0.05318330064407987,2.0030968660444977,1.7927407026271673,4.2596752688690005,396.66451689480164,0.03025703158827352,0.09008079752661144,0.05162176566515056,0.010922137729831758,0.04263693097238693,0.010664838445131372,23.732848259409412,39.06599343889312,94.8577822307902,1102.1692739525326,0.11878217465645002,0.4997349963039868,0.332822276595202,0.12189301940441045,0.6295709001048626,0.15890645754141314,-1.0
21.53145691098897,34.28562742068423,83.56877856693538,1074.5118229263583,0.10075071931058849,0.1972091647979244,0.35567481409961227,0.09329030826855605,0.23803762294913852,0.06321037405503391,0.5971104006469544,1.8898489506287528,5.40681490408854,57.027131460927016,0.007150684906351622,0.06406278730772082,0.13910976790557833,0.024213356634052746,0.054492746919226814,0.0031603928637749567,23.440608805109846,18.310090909663394,216.14587151757073,2054.5542766446924,0.1641948840216585,0.5580618368610469,0.16341533233224245,0.11491784403881548,0.6251798327524252,0.10220790971275776,-1.0
24.02651719015641,24.381102715263946,156.45496229557386,1537.5089752169579,0.09367342982085124,0.31924743409932854,0.3953471475469056,0.15887113112498424,0.1892177673901805,0.05087903317793649,1.602150530687001,2.858207924439683,18.196499831953034,83.02394872401362,0.017385350779522496,0.04841702564785864,0.1268253097158231,0.02112849689811884,0.07438722974142058,0.002675089370607971,19.970640773216378,42.91513094884506,99.89164975065974,3785.85466546759,0.11449401200799153,0.5029850792322826,0.891921775094844,0.12089270705718867,0.5688073619618573,0.1442302981334264,-1.0
15.589603298938524,17.292169815386853,110.9332466812265,1323.5830077455983,0.11202610242865324,0.08958716082254509,0.28924943969258704,0.11042637900509489,0.16228742494277698,0.054915531841252446,2.6250976131193826,1.3399641622755272,10.619663891710394,489.35430291763777,0.0033517432046802284,0.07870356218928579,0.03476777703547665,0.007621753887830323,0.055749812386066286,0.004971312032750295,26.033261434807258,31.340898867965066,172.87591389796887,2073.0159674481297,0.16810627495260938,0.3804032950426813,1.0471701830992797,0.15000396349699002,0.5930041538608735,0.19843579523796653,-1.0
19.96709889629433,17.58613708989956,178.70538666017814,1333.9529397930978,0.08882280142269625,0.3170249632360299,0.3254285307450002,0.061809673925223685,0.19134938296076803,0.05249807013753558,1.8994811046483882,2.3940288523015485,2.7812972783533354,192.61487140638081,0.02188257768676211,0.07995976718077538,0.07964931301420157,0.024710228840882156,0.029354895540539133,0.005829315835170346,29.857507577981526,19.20822172953408,157.57613673412882,3493.0717710763865,0.09959674323424168,0.3338783762972938,1.0694411443987426,0.18132343803253917,0.6340943512553224,0.07273018831508961,-1.0
11.54814653925259,24.17241559182756,128.2405330951782,1577.9304191076294,0.0877310465809088,0.30760416438055205,0.07427507678991004,0.0915302805388706,0.1480502887688569,0.06705025136996196,1.5104457024609326,1.4022880412169698,12.189344302969479,277.9361378689721,0.007583143462819246,0.10278667403380957,0.10098046802561296,0.015084834344618832,0.018848327043033887,0.0051483450156529715,13.82696441662192,26.09799390971672,122.50587010582805,2108.917905405014,0.15755823397780738,0.6879826804286856,0.6512157533320718,0.14562207803058314,0.20026503302776485,0.1110301077801192,-1.0
12.845702803053541,12.593107002575692,184.9228793791845,1008.4263551092673,0.13740880521535126,0.19306624165598626,0.38986298796118607,0.163133397102905,0.23774274860732258,0.08378577932599177,1.9469162277455105,1.3615184146811705,4.867895816707321,488.33115804155557,0.0038408772061215178,0.06437635846668509,0.011543633029585571,0.013074610490611949,0.01515624521841268,0.00840481279442364,18.2915226137927,29.939592423881777,156.94849731359608,2309.7630480840517,0.2046471615227035,0.41623223487549005,0.24674789453066698,0.17732866993604282,0.5205817604318494,0.08202579136015224,-1.0
25.91787089352694,27.42057329393245,148.8461503735702,900.6185144730474,0.11302080692534577,0.24938294683783424,0.32815434614621175,0.0827231699182073,0.27209759869342187,0.08412136588244234,0.8124373116050077,1.0096120081726565,16.271034662471894,202.577005601864,0.015850448994702237,0.029949877439720808,0.04466806829873826,0.02813911547956883,0.019514523139984502,0.008048060359248557,19.046368919924788,26.716003746117703,193.90471249619043,1294.2608508233072,0.1010227316170768,0.6158078805183391,0.3138791896236746,0.1314887201922837,0.4269994311251881,0.15337249861317298,-1.0
21.896854510427303,24.58139664971813,84.08696375778031,2145.687299995217,0.10199126060190122,0.07320103387557866,0.05803520049217895,0.1840201631836637,0.20140761190609602,0.09216154561864197,0.5672414176846965,2.6985754739166317,19.027619248242182,349.2144793009545,0.0028277054979194546,0.07729040160579932,0.029046846433493347,0.03901640279253682,0.025699957863913537,0.0017572678547032742,23.210032920319485,42.98840209114377,134.39637886743967,1482.3428118170107,0.1702288271502102,0.6510253026960152,0.4209411672684475,0.07895817131766027,0.505017851447824,0.059572719835493816,-1.0
11.063110614092688,31.312206109461798,180.57120414599697,1526.342495059093,0.10629277033231847,0.08421938746095337,0.35556219650410814,0.031715304790025114,0.25279168203545377,0.08998312727729585,0.275702897502056,2.0226530955545536,12.5941359072647,44.25549555268947,0.017202942364134277,0.10685695295251312,0.052067469251225726,0.006122764311800756,0.04591869580252911,0.006899189213531827,22.909893947765653,21.775851214841552,176.86194847593873,787.0037012232349,0.20949066324528365,0.3076293209985494,0.0827770083658502,0.23666035346889297,0.2612673927063517,0.09254288884245232,-1.0
27.780865228803734,30.751271675022295,127.17975850417241,2209.443054844906,0.11425233206640972,0.0718445142417893,0.056982936813981096,0.14976171608797484,0.13520779750752918,0.051731464123842566,1.3726500224150482,0.7793571632652181,4.072130336941169,234.88942101076253,0.012474004230944736,0.012238498704332265,0.08491408892136075,0.022158033039224867,0.07653602351115756,0.001922090960904658,26.17081614978043,38.40284051815436,209.92210365927693,2509.956905418054,0.14174703504756214,0.2904422433378105,0.31362448647586116,0.24293395889974767,0.4187683122439574,0.11405341669681757,-1.0
18.923057075945714,38.38838920565846,136.7601900836599,806.7806813699947,0.13314367167162472,0.3368682099835934,0.12540978675342485,0.059949566219793776,0.20481491352219716,0.050338139602782744,2.0773823349871816,2.8393033650076145,7.4767398123268975,416.7925266202683,0.027239886612820938,0.0278247447613083,0.05906934993674631,0.03900094093408984,0.0192687056877174,0.005916646702327389,26.324795273382897,18.961443486372122,178.95159704644254,3638.645832590762,0.10133223834686066,0.403909050828476,0.054434205616766165,0.09289414575552063,0.34179033329783326,0.1842575715193251,-1.0
17.628530543550646,35.892728451808516,157.93980680907669,2353.5538532231617,0.10790511427174834,0.2671876836492251,0.36971178578166025,0.15595642046555605,0.15864364351929422,0.08915175356434445,2.088013752111528,1.9017176408170409,10.818437917567838,167.86448996534108,0.01507287124584903,0.09868843818805333,0.049937622061700285,0.022909965785811594,0.07162487037763218,0.010104588262760646,22.804412705747836,33.21181800126668,154.1853407396424,3912.771702893,0.12455109731558756,0.9025141138088286,0.4754283136421182,0.10839209807112105,0.4788406999365009,0.13564787182058177,-1.0
18.223417210760154,10.638108067536008,157.360912088041,693.7052178965138,0.1419411316111871,0.24656744098029298,0.030433330094529955,0.0954899960013082,0.2677397423294997,0.07229475964873341,1.9287562496736257,0.5473526369929216,10.687175926929612,463.4713869499546,0.017862022360951982,0.10229698494625072,0.09560896447938425,0.011000450558501323,0.013903418974042098,0.012056331613736261,22.666002565108254,28.92676001328023,105.48943160047892,576.0440285244836,0.20041508064105687,0.6858208596600152,0.5034974321317461,0.05859831107570622,0.34934724109300397,0.057576314941851225,-1.0
27.78293251717958,15.375267066459152,121.69031997640553,665.3498879230141,0.1366143080969264,0.2492783746904246,0.17425505576420428,0.0257240379138426,0.2453716915126973,0.08140390233307032,1.2597783989997986,2.3587008419812188,3.836948491857684,95.92143473941998,0.013837928535040067,0.06782133220113871,0.019173094243447195,0.005945843710622745,0.04706465226641542,0.011165640722862883,16.644183040911866,26.991388032806213,248.34647059440246,3554.8667247192457,0.12312579917568045,0.5499666246468053,0.33433603884730567,0.24273386899122354,0.3703243796727035,0.11631184969551348,-1.0
18.387780054706077,15.46195019207359,113.5840409994637,1002.4619399863664,0.0851910653940688,0.16742889673936961,0.161798759897559,0.04430494919195472,0.1494658797648369,0.07125098913824884,2.015199692793021,2.4328241274178226,3.0863159624207137,418.21133172789513,0.010248972431621442,0.014452634104263902,0.10486515571627583,0.025256332327561914,0.012954272568230774,0.004965746770169827,22.825285023150812,23.826504792663968,184.76039015195607,1733.0664062055835,0.18479441659563176,0.5635112952091137,0.07010423186602763,0.2813507529877065,0.6471902282247398,0.12892024590654078,-1.0
21.630053404771008,30.870581903378067,170.39643701471516,1745.4294457797896,0.11045829312686598,0.08306915282354507,0.03140922112218237,0.18358000218644338,0.19384729488707414,0.07003759074037566,1.011827994536174,2.2847295075708587,3.0139488601081235,72.79040672855234,0.02560341097297347,0.059461655041086095,0.045064955132145645,0.021127223555195015,0.008301123272813004,0.010639010412496553,21.458854953891134,30.52072431560775,188.96462542982061,2275.903527238639,0.08894394864712137,0.5478613404253829,0.8749122657922763,0.07041682620919924,0.437089388727833,0.1444382312649884,-1.0
11.249282433821023,35.8009831634763,124.3665492021326,1506.9337654656883,0.10258842255667193,0.32121909219065375,0.12601364299911813,0.026917528722495837,0.24277470168824594,0.09393310011943587,1.9029289572456212,1.1926530290310193,12.785635109053707,255.17480802873087,0.02552544952489725,0.12010022033010416,0.044631015564786006,0.022882697358425637,0.05288679887521813,0.012106312970943537,32.88260582182953,23.594757213479046,207.70589062426626,2256.367674609328,0.18893544480352353,0.9758874106423802,0.11232528021662512,0.10305786155883914,0.38057501195358695,0.1619407043970269,-1.0
19.62841947573713,18.016329699617835,180.93756942927806,539.3537289367786,0.09131163249471029,0.15202384596041577,0.03353612623378382,0.1498033628403263,0.2406038915200212,0.09440103679216605,0.941137008845688,0.7777218562517105,21.336554916090016,163.22185420550528,0.02286557257933177,0.04246922529796242,0.09067192702712211,0.03673653222795206,0.07017723991744895,0.0081679734070581,29.590381861790647,41.41956428977048,184.13105782002913,3614.4099781400296,0.15941001045621483,0.17877601155528783,0.08016137003962198,0.19236577941164387,0.5726652855070741,0.1259787746971455,-1.0
17.83641657627672,26.547323537327614,145.35314010350223,1530.5620179938264,0.1296440769964185,0.08502476988654269,0.27479674163576984,0.11631051759191685,0.28603856536226135,0.06017881939354432,2.1912031872410753,3.5485101094500933,7.485067065734864,349.85944191738037,0.02824341262784964,0.029656358906210656,0.1252615543460509,0.027698440953076282,0.02624761114075228,0.005065334364424142,26.07919347585826,37.147383894800726,157.52493963841954,2353.617157244541,0.2065729134030755,0.7652715805793182,1.107444764723028,0.282385368927357,0.4675213208962635,0.1423081160599587,-1.0
11.309569467700264,18.395064698938924,145.14470425521426,679.3996367804839,0.09673803182389547,0.05426315579337722,0.21934756576952696,0.12998398206384737,0.16165002335439438,0.06375023619314561,0.6080883276357186,3.285438518257757,13.018076144653469,339.00340117011683,0.02259046270283713,0.12242450130951586,0.12411770699613502,0.038429326820975496,0.05704076336739122,0.008668998107131265,30.25455539001157,32.679712465408116,229.2788398279684,2834.1665184964886,0.2137770593255668,0.7975118760183255,1.0358275818825775,0.2471732437453855,0.6006535690524962,0.07442842941463296,-1.0
19.19416460396687,12.591791760649958,181.06895901854972,1785.0768286313792,0.1410648387963112,0.1550804153322476,0.4026742017194,0.137446625773734,0.23579331082736826,0.07473685223077986,2.078481275160861,1.936642921491471,1.9146999149189727,290.7142980894245,0.011044376716892214,0.041513976386918096,0.09195520475463162,0.017687296607270822,0.06634853664492049,0.00163509778290457,32.39215358782168,32.6325983662369,234.04257614510564,1279.5901751077402,0.14065301438533964,0.6734097580125252,0.6739364212101936,0.2680697941685807,0.3782961858975057,0.1540983985921047,-1.0
22.194814438762876,26.27312715779103,111.1360802707216,1583.7342616489427,0.07624276759259406,0.3023546310139929,0.07217582179263475,0.07716663058615002,0.14252326384263667,0.08929627748973006,2.132970503538654,2.410258579492138,8.030431128404775,404.1421114972462,0.014730614013933278,0.12250280907786687,0.14252789292051216,0.01960110189419357,0.04094576014256909,0.007731079328735925,16.48864003859494,37.19121987097201,184.93401377138264,3676.856836620011,0.21964196955826087,0.47906007116054755,0.45253892668350904,0.08810918825006664,0.3527470825211564,0.18927070210770627,-1.0
27.458274533560143,14.451879534884641,85.13567744703975,740.2371416857998,0.13290127228929335,0.3322613157804061,0.40001740275346986,0.05948590235903888,0.1319689145633202,0.09666756978820956,1.7170153705228541,3.247747330090201,10.88711865697086,33.36423744353094,0.015590509579182708,0.012719385882925618,0.09602332144911352,0.02865892867958325,0.029858877657166147,0.010129030482542224,32.63411048594221,16.705819585661413,145.77199133443122,3023.4212951067243,0.1842257914061735,1.037168527310765,0.5252239973815019,0.040538448750366295,0.30825495060837776,0.12316988954782127,-1.0
24.878612949978177,24.104439066801223,87.628636664652,1685.6052621484669,0.07401529226462053,0.3416010976221168,0.16621811671860365,0.11156166052139585,0.1650729494526207,0.050241016594376395,2.203377435547433,1.438884805021997,20.42162805492343,528.9787864874937,0.019256641440835297,0.037046399474034174,0.09080494848132831,0.016206472498452536,0.041978895864732704,0.0019483402290878735,31.950653905551935,30.1362009717391,207.0272420718272,4183.427602634406,0.17077024140475636,0.7809740751179893,0.3071574501649898,0.24415775040321108,0.18980708742773858,0.11214005193652041,-1.0
14.391812374308026,33.37909545256404,173.50680069454373,694.9827977995592,0.11485644767325123,0.07219637242035534,0.40383489073310275,0.12436706278337609,0.1479660198858026,0.0843814081195478,0.47161616888224445,0.7818166168526812,3.7985028164113177,462.98454925940626,0.02041293074173318,0.060931188252001806,0.024798271902916003,0.0399256567494439,0.06674870794586438,0.0014212862886501423,22.613777360192522,31.848124406585576,109.57237065440809,2763.3805055050148,0.17064887876649035,0.7704295401725288,1.1357067317544103,0.10398768475394106,0.41035250205486107,0.15829964313128317,-1.0
25.60580212923255,26.620253307511405,140.6433864201577,2472.194102432807,0.0906795116019451,0.19733600514799082,0.22654305319074217,0.11830044845929757,0.2114629842592553,0.08718823378007476,0.32139735784943646,2.7793256108143165,9.198975167302274,379.10823587901785,0.003514184875581992,0.02781073200645122,0.08825915597356929,0.024838589837384448,0.029863842512156777,0.0031813369667471683,17.623035000977904,27.841592979349414,122.27651504182381,3115.493122897945,0.2039754231728036,0.6239772929948616,0.7891200467938144,0.2615195776724537,0.6526625541672458,0.14872854209069442,-1.0
20.07961346667847,17.19203060755877,139.60358060399926,994.3935027766335,0.13017263247198668,0.31453300185272515,0.11998208247829165,0.11116421623626047,0.16074652246499457,0.055843830794559,1.434148724289256,3.168100780788522,6.089162846416622,43.69606589354547,0.005774879153584647,0.08767339382146781,0.03529014143647067,0.04008198583329249,0.041854615650032206,0.010334147721184381,14.768754212756402,34.64840883792846,215.12082714410883,1904.506142844225,0.1092671719636604,0.6415456547586025,0.9139686050385484,0.08950646386393545,0.23967987724201256,0.09233348736999142,-1.0
22.43933110764194,18.010336338063027,138.4555105869383,1809.170737216844,0.09512180925158618,0.31198679716920075,0.06404916655180297,0.1925983113294412,0.27118832698561235,0.06347379714165725,1.1042389246991935,2.2430123188574926,14.454569977120082,535.4388723810885,0.024674127354157263,0.13205378001100132,0.01809175240622731,0.00635769345825314,0.06589761351205597,0.009024092755383442,18.383857646988936,20.774029231063345,116.47280658179236,4237.776109140641,0.1928491716096143,0.8663550881340085,0.7778350575652655,0.05762114792501831,0.44083574226935374,0.1348847145557351,-1.0
13.076720856228112,32.249461492438925,150.04278012286477,2311.916816362963,0.09326498328899968,0.18741749144525013,0.3856308851979635,0.18004667830910528,0.2319666876822402,0.0804843427457528,1.118388911074146,3.233139162477731,13.200259921512782,29.496439547961256,0.010440469171667521,0.021346763188355072,0.06589552589338257,0.032098190266272905,0.042313820419317597,0.005493814186768726,31.133612520041957,42.79494228659266,218.32631851727203,3095.5019852586474,0.12589067548975338,0.7183156494586295,0.7446013532451181,0.25606368832141596,0.46616305858015983,0.0850734311375333,-1.0
18.643306174603396,37.576931812679796,73.76286500511164,916.0725032624474,0.07782603593265884,0.06366287645377387,0.052447694043110664,0.15826093174514208,0.1323299394470651,0.0824527166036553,2.3293041766833085,2.875825162229257,4.629470336344162,348.4552000192829,0.01781107864453126,0.13084277756026697,0.07987267882555045,0.02758512098664364,0.07533797893535807,0.003190251460168894,19.778019648346948,22.649736959441995,131.7930325959062,901.8315329284655,0.12247347570007058,0.33170024832777834,0.8997689979003586,0.19584198301758868,0.2947244847988053,0.13986318125306782,-1.0
18.73689968124774,37.79658958114324,179.40044732923423,1749.5207344811997,0.14175533373891264,0.24196923162493333,0.21377869115219242,0.11620181169408483,0.22038223102895854,0.07836120129374387,1.3936928367912578,3.4203058435276703,4.9204280157585965,468.14754167810077,0.017989962620701513,0.06966886597861957,0.12966607711096248,0.01252386991356953,0.014115264606185996,0.002440785106551896,31.682498515026545,35.334360943499924,130.94229801465278,4189.870243164965,0.13508343060303482,0.1687725970256602,0.9097691229664143,0.13173390645315325,0.2848397484386889,0.0811785849109131,-1.0
24.127012613731896,14.77433914445644,177.6219920450867,1254.2007199169307,0.11006709886818491,0.276906042040861,0.25162263666805673,0.03586601101171748,0.1354626314517033,0.08966948645802066,1.4209546529665402,1.6368674777918302,4.908732655120425,340.1183144461181,0.027297575563480912,0.0607860996856453,0.05109511086387477,0.028660300302568407,0.028725335202158645,0.0019671345904418514,19.581362394648853,19.794217052869513,146.1827619960235,1230.5363119717895,0.2152413251132299,0.06356039786847409,0.38176655968581635,0.23051089830170893,0.32533798813501785,0.12721034031869852,-1.0
13.304443251283377,20.995523826360305,162.0308266067413,980.3592667548212,0.11039274929666593,0.3077500430833064,0.06483966840115063,0.1555594632660669,0.19855273258825065,0.0829481107282217,2.73706909761558,1.2914165116233325,11.687188074369468,372.8731895686532,0.01242104584703986,0.05360302518774112,0.021338671678050043,0.03759071117495907,0.04078438049879445,0.01166804124230542,15.00271969656951,23.930372505079227,189.48476800622075,3909.6729975212565,0.18738486807552235,0.19877952445484795,1.1278939692069967,0.25900477103051106,0.45486681985371136,0.06248408188275015,-1.0
16.483081231158216,11.847849998346556,92.76997438541136,997.9043353624977,0.1174317209546552,0.2438974399069079,0.35389378971163704,0.04996387713662758,0.13959647626861316,0.08956407342944567,0.930346511783463,3.212172552553379,15.54559367863822,457.1504899577961,0.013909707927527826,0.12019206888215704,0.04584393725182459,0.03968066315465274,0.0663486641984215,0.0027209379663357723,13.329118547256387,17.180125858785473,157.20603029975888,2492.882072238361,0.12407637063715467,0.9810869948627485,0.3004426667569133,0.06912389551339362,0.5663625392086042,0.06926160914253733,-1.0
16.899731093648857,31.62242373375551,169.89676090708548,911.5287345510772,0.12138117749429658,0.17757624527065882,0.11303063298091813,0.19226357011744336,0.22166280301349567,0.07625603643315605,1.3411351932184945,0.7679819349524962,19.079252201143767,469.7330587426313,0.008831368887097632,0.09460337637720274,0.02624531424425224,0.008650029396045578,0.024178043324660895,0.010291308846143222,12.955102436278498,20.889107260528192,170.82316169892715,3853.2784080237675,0.1858948328979949,0.45712637913949206,0.3247266326261764,0.24058053387604936,0.5372941065453811,0.09721337628513965,-1.0
